pos,points,sd_pts,dropoff,floor,ceiling,points_vor,floor_vor,ceiling_vor,rank,floor_rank,ceiling_rank,pos_rank,tier,overall_ecr,pos_ecr,sd_ecr,uncertainty,adp,adp_sd,adp_diff,aav,aav_sd,first_name,last_name,team,position,age,exp
WR,6.370000000000001,NA,0.13000000000000078,6.370000000000001,6.370000000000001,-107.9075,-99.05,-112.467,557,530,564,200,33,NA,177.75,3.9,0.09,NA,NA,NA,NA,NA,River,Cracraft,MIA,WR,29,3
WR,6.24,NA,0.040000000000000036,6.24,6.24,-108.03750000000001,-99.18,-112.59700000000001,559,531,565,201,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,Isaiah,Coulter,BUF,WR,25,0
WR,6.2,NA,0.11000000000000032,6.2,6.2,-108.0775,-99.22,-112.637,561,532,566,202,33,NA,200,4,0.09,NA,NA,NA,NA,NA,Dezmon,Patmon,BUF,WR,25,0
WR,6.2,NA,0,6.2,6.2,-108.0775,-99.22,-112.637,561,532,566,202,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,Easop,Winston,SEA,WR,27,0
WR,6.09,NA,0.07999999999999918,6.09,6.09,-108.1875,-99.33,-112.747,562,533,568,203,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stanley,Morgan,CIN,WR,26,1
WR,6.010000000000001,NA,8.881784197001252e-16,6.010000000000001,6.010000000000001,-108.2675,-99.41,-112.827,563,534,569,204,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jaelon,Darden,CLE,WR,24,-1
WR,6.01,NA,0.10999999999999943,6.01,6.01,-108.2675,-99.41,-112.827,563,534,569,205,33,NA,208.5,2.5,0.02,NA,NA,NA,NA,NA,Dennis,Houston,DAL,WR,24,-2
WR,5.9,NA,0.05000000000000071,5.9,5.9,-108.3775,-99.52,-112.937,564,535,570,206,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,KeeSean,Johnson,BUF,WR,27,1
WR,5.9,NA,0,5.9,5.9,-108.3775,-99.52,-112.937,564,535,570,206,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,Seth,Williams,JAC,WR,23,-1
WR,5.85,NA,0.03999999999999915,5.85,5.85,-108.42750000000001,-99.57000000000001,-112.98700000000001,565,536,571,207,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,Andy,Isabella,BUF,WR,27,1
WR,5.8100000000000005,NA,0.1200000000000001,5.8100000000000005,5.8100000000000005,-108.4675,-99.61,-113.027,566,537,572,208,33,NA,118,5,0.17,NA,NA,NA,NA,NA,Jacob,Harris,JAC,WR,26,-1
WR,5.69,NA,0.1299999999999999,5.69,5.69,-108.5875,-99.73,-113.147,568,538,573,209,33,NA,175,1.41,0.01,NA,NA,NA,NA,NA,James,Proche,BAL,WR,27,0
WR,5.5600000000000005,NA,0.05000000000000071,5.5600000000000005,5.5600000000000005,-108.7175,-99.86,-113.277,569,541,574,210,33,371,148.78,10.59,0.67,NA,NA,NA,NA,NA,Danny,Gray,SFO,WR,24,-2
WR,5.51,NA,0.08999999999999897,5.51,5.51,-108.7675,-99.91,-113.327,570,542,575,211,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brandon,Johnson,DEN,WR,25,-2
WR,5.420000000000001,NA,0.20999999999999996,5.420000000000001,5.420000000000001,-108.8575,-100,-113.417,571,544,576,212,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,Erik,Ezukanma,MIA,WR,23,-2
WR,5.210000000000001,NA,0.030000000000001137,5.210000000000001,5.210000000000001,-109.0675,-100.21000000000001,-113.62700000000001,572,545,577,213,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,C.J.,Saunders,CAR,WR,27,-1
WR,5.18,NA,0.03999999999999915,5.18,5.18,-109.0975,-100.24000000000001,-113.65700000000001,573,546,578,214,34,NA,197.5,5.5,0.25,NA,NA,NA,NA,NA,Dez,Fitzpatrick,PIT,WR,26,-1
WR,5.140000000000001,NA,0.030000000000001137,5.140000000000001,5.140000000000001,-109.1375,-100.28,-113.697,574,547,579,215,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cody,White,PIT,WR,25,0
WR,5.109999999999999,NA,0.02999999999999936,5.109999999999999,5.109999999999999,-109.1675,-100.31,-113.727,576,548,580,216,34,NA,170.75,10.64,0.68,NA,NA,NA,NA,NA,Cam,Sims,LVR,WR,27,2
WR,5.08,NA,0.02999999999999936,5.08,5.08,-109.1975,-100.34,-113.757,577,549,581,217,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,Keelan,Cole,LVR,WR,30,3
WR,5.050000000000001,NA,0.03000000000000025,5.050000000000001,5.050000000000001,-109.2275,-100.37,-113.787,578,550,582,218,34,NA,213,6,0.29,NA,NA,NA,NA,NA,Mason,Kinsey,TEN,WR,25,0
WR,5.0200000000000005,NA,0.019999999999999574,5.0200000000000005,5.0200000000000005,-109.25750000000001,-100.4,-113.81700000000001,579,551,583,219,34,NA,206,3,0.04,NA,NA,NA,NA,NA,Michael,Woods,CLE,WR,23,-2
WR,5.000000000000001,NA,0.020000000000000462,5.000000000000001,5.000000000000001,-109.2775,-100.42,-113.837,580,552,584,220,34,NA,206.5,6.5,0.36,NA,NA,NA,NA,NA,Trent,Taylor,CIN,WR,29,3
WR,4.98,NA,0.010000000000000675,4.98,4.98,-109.2975,-100.44,-113.857,581,553,585,221,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,Racey,McMath,TEN,WR,24,-1
WR,4.97,NA,0.05999999999999961,4.97,4.97,-109.3075,-100.45,-113.867,582,554,586,222,34,NA,173,19.06,0.92,NA,NA,NA,NA,NA,Anthony,Schwartz,CLE,WR,23,-1
WR,4.91,NA,0.019999999999999574,4.91,4.91,-109.3675,-100.51,-113.927,583,556,587,223,34,NA,208.5,3.5,0.05,NA,NA,NA,NA,NA,Malik,Turner,IND,WR,27,2
WR,4.890000000000001,NA,0.11000000000000032,4.890000000000001,4.890000000000001,-109.3875,-100.53,-113.947,585,557,588,224,34,NA,193,1.63,0.01,NA,NA,NA,NA,NA,Tim,Jones,JAC,WR,25,-1
WR,4.78,NA,0.019999999999999574,4.78,4.78,-109.4975,-100.64,-114.057,586,560,589,225,34,NA,149.67,31.01,0.99,NA,NA,NA,NA,NA,Derius,Davis,LAC,WR,23,-3
WR,4.760000000000001,NA,8.881784197001252e-16,4.760000000000001,4.760000000000001,-109.5175,-100.66,-114.077,587,561,590,226,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vyncint,Smith,IND,WR,27,2
WR,4.760000000000001,NA,0,4.760000000000001,4.760000000000001,-109.5175,-100.66,-114.077,587,561,590,226,34,NA,189.33,2.49,0.01,NA,NA,NA,NA,NA,Mike,Strachan,IND,WR,26,-1
WR,4.76,NA,0.0699999999999994,4.76,4.76,-109.5175,-100.66,-114.077,587,561,590,227,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,Frank,Darby,ATL,WR,26,-1
WR,4.69,NA,0.010000000000000675,4.69,4.69,-109.5875,-100.73,-114.147,588,562,591,228,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chris,Conley,SFO,WR,31,5
WR,4.68,NA,0.20999999999999908,4.68,4.68,-109.5975,-100.74000000000001,-114.15700000000001,589,563,592,229,34,NA,162.25,20.08,0.93,NA,NA,NA,NA,NA,Tylan,Wallace,BAL,WR,24,-1
WR,4.470000000000001,NA,0.39000000000000057,4.470000000000001,4.470000000000001,-109.8075,-100.95,-114.367,590,565,593,230,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,Josh,Ali,ATL,WR,24,2020
WR,4.08,NA,0.009999999999999787,4.08,4.08,-110.1975,-101.34,-114.757,592,567,594,231,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jalen,Camp,HOU,WR,25,-1
WR,4.07,NA,0.019999999999999574,4.07,4.07,-110.20750000000001,-101.35,-114.767,593,568,595,232,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,Daurice,Fountain,CHI,WR,28,2
WR,4.050000000000001,NA,0.5400000000000005,4.050000000000001,4.050000000000001,-110.2275,-101.37,-114.787,594,569,596,233,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nsimba,Webster,CHI,WR,27,1
WR,3.5100000000000002,NA,0.020000000000000018,3.5100000000000002,3.5100000000000002,-110.7675,-101.91,-115.327,595,573,598,234,34,NA,193.33,4.5,0.12,NA,NA,NA,NA,NA,Miles,Boykin,PIT,WR,27,1
WR,3.49,NA,0.26000000000000023,3.49,3.49,-110.78750000000001,-101.93,-115.34700000000001,596,574,599,235,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,Keith,Kirkwood,NOS,WR,30,2
WR,3.23,NA,0.029999999999999805,3.23,3.23,-111.0475,-102.19,-115.607,597,576,600,236,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,Austin,Trammell,LAR,WR,25,-1
WR,3.2,NA,0.08999999999999986,3.2,3.2,-111.0775,-102.22,-115.637,599,577,601,237,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kawaan,Baker,NOS,WR,25,-1
WR,3.1100000000000003,NA,0.5899999999999999,3.1100000000000003,3.1100000000000003,-111.1675,-102.31,-115.727,600,578,602,238,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alex,Erickson,NYJ,WR,31,4
WR,3.1100000000000003,NA,0,3.1100000000000003,3.1100000000000003,-111.1675,-102.31,-115.727,600,578,602,238,34,320.5,143.67,23.7,0.97,NA,NA,NA,NA,NA,Quintez,Cephus,FA,WR,25,0
WR,2.5200000000000005,NA,0.07000000000000028,2.5200000000000005,2.5200000000000005,-111.75750000000001,-102.9,-116.31700000000001,601,583,603,239,34,NA,186.75,4.26,0.11,NA,NA,NA,NA,NA,Dax,Milne,WAS,WR,24,-1
WR,2.45,NA,0.11000000000000032,2.45,2.45,-111.8275,-102.97,-116.387,602,584,604,240,34,NA,171.5,34.5,0.99,NA,NA,NA,NA,NA,N'Keal,Harry,MIN,WR,26,1
WR,2.34,NA,0.03999999999999959,2.34,2.34,-111.9375,-103.08,-116.497,603,585,605,241,34,NA,152.33,7.59,0.44,NA,NA,NA,NA,NA,David,Sills,NYG,WR,27,1
WR,2.3000000000000003,NA,0.6900000000000002,2.3000000000000003,2.3000000000000003,-111.9775,-103.12,-116.537,604,586,606,242,34,NA,187,5.72,0.27,NA,NA,NA,NA,NA,Breshad,Perriman,IND,WR,30,5
WR,1.61,NA,1.4200000000000002,1.61,1.61,-112.6675,-103.81,-117.227,606,593,607,243,34,NA,NA,NA,NA,NA,NA,NA,2.4480000000000004,NA,Jason,Brownlee,NYJ,WR,24,-3
WR,0.19000000000000003,NA,0,0.19000000000000003,0.19000000000000003,-114.0875,-105.23,-118.647,607,601,608,244,34,NA,197.33,13.89,0.82,NA,NA,NA,NA,NA,Britain,Covey,PHI,WR,26,-2
TE,177.425,5.040840000000008,52.015,173.74,182.11,96.14,99.147,97.564,4,2,6,1,1,5.22,1,0,0.12,7.415,1.3932067326854258,-3.415,48.61066666666667,6.412555462181638,Travis,Kelce,KCC,TE,34,7
TE,125.41000000000001,1.74946800000001,10.8275,119.90200000000002,128.18200000000002,44.125,45.30900000000001,43.635999999999996,34,28,38,2,2,36.74,2.18,0.42,0.03,31.79,3.5337751296123328,2.210000000000001,25.234666666666666,4.307767042086759,Mark,Andrews,BAL,TE,28,2
TE,114.58250000000001,3.943715999999995,1.325000000000017,109.049,118.184,33.2975,34.456,33.63799999999998,45,41,45,3,3,62.19,3.61,1.28,0.11,46.76833333333333,5.307618476198989,-1.7683333333333309,19.653333333333336,2.922160540117916,T.J.,Hockenson,MIN,TE,26,1
TE,113.2575,12.17214600000001,6.032499999999985,101.884,122.179,31.972499999999982,27.290999999999997,37.63299999999998,46,51,43,4,4,69.72,4.52,0.96,0.64,49.92166666666667,6.06674381819074,-3.921666666666667,18.84466666666667,8.188329309992906,George,Kittle,SFO,TE,30,3
TE,107.22500000000001,4.373670000000004,6.772499999999994,102.995,113.97500000000001,25.939999999999998,28.402,29.428999999999988,52,48,51,5,5,87.06,5.48,1.76,0.17,64.385,5.019982569690854,-12.385000000000005,12.646,7.1346267363238205,Darren,Waller,NYG,TE,31,5
TE,100.45250000000001,2.120117999999989,2.762500000000017,98.44300000000001,103.618,19.167500000000004,23.85000000000001,19.071999999999974,63,55,65,6,6,84.41,5.68,1.34,0.06,62.248333333333335,7.11099949999217,0.7516666666666652,11.33,4.621522115782491,Kyle,Pitts,ATL,TE,23,-1
TE,97.69,12.038712000000006,10.109999999999985,86.768,106.388,16.404999999999987,12.174999999999997,21.841999999999985,64,72,61,7,7,90.73,6.09,1.16,0.64,62.40833333333333,6.453250903399169,1.5916666666666686,15.271333333333333,8.087449755983377,Dallas,Goedert,PHI,TE,28,2
TE,87.58000000000001,3.7509779999999804,0.045000000000015916,83.37300000000002,94.87500000000001,6.295000000000002,8.780000000000015,10.328999999999994,76,80,75,8,7,119.73,9.73,1.5,0.11,94.72833333333332,12.30255856406391,-18.728333333333325,5.442000000000001,3.422834303127552,David,Njoku,CLE,TE,27,3
TE,87.535,0.9636899999999873,0.3125,86.39099999999999,88.33500000000001,6.249999999999986,11.797999999999988,3.7889999999999873,77,73,85,9,7,118.13,9.71,1.75,0.03,86.06666666666666,10.773542695985485,-9.066666666666663,8.867333333333335,4.8415122522708645,Evan,Engram,JAC,TE,29,3
TE,87.2225,1.2898620000000067,4.757499999999993,86.137,88.792,5.937499999999986,11.543999999999997,4.245999999999981,78,74,82,10,8,112.12,9.12,1.81,0.04,95.785,14.23564862121381,-17.784999999999997,4.922000000000001,2.005840139858276,Pat,Freiermuth,PIT,TE,25,-1
TE,82.465,8.406342000000002,0.9474999999999909,74.593,88.63300000000001,1.1799999999999926,0,4.086999999999989,90,96,84,11,8,133.92,12.24,2.56,0.5,130.40333333333334,12.127658013354802,-40.403333333333336,3.288666666666667,2.2639236343618623,Greg,Dulcich,DEN,TE,23,-2
TE,81.51750000000001,3.765804000000009,0.2325000000000017,77.301,84.54600000000002,0.2325000000000017,2.7079999999999984,0,94,89,96,12,8,138.02,13.26,2.49,0.17,122.62166666666667,4.866738869327406,-28.62166666666667,3.8273333333333337,2.6831326633040136,Dalton,Schultz,HOU,TE,27,2
TE,81.28500000000001,1.2305579999999974,2.532500000000013,77.45700000000001,83.21700000000001,0,2.8640000000000043,-1.3290000000000077,95,87,104,13,9,139.41,13.23,2.78,0.07,134.98833333333334,8.37658724594264,-39.988333333333344,3.278666666666667,2.2080104669639193,Chigoziem,Okonkwo,TEN,TE,24,-2
TE,78.7525,3.4841099999999914,1.5049999999999955,68.84400000000001,83.865,-2.532500000000013,-5.748999999999995,-0.6810000000000258,106,114,99,14,9,148.99,15.35,3.44,0.21,128.635,11.470727599706425,-22.63499999999999,4.708666666666668,4.388207328232745,Cole,Kmet,CHI,TE,24,0
TE,77.2475,2.624201999999994,1.0674999999999955,74.47700000000002,81.902,-4.0375000000000085,-0.11599999999998545,-2.6440000000000197,110,97,109,15,10,158.85,16.74,2.94,0.12,145.34166666666667,8.082815962824402,-35.34166666666667,3.736666666666667,3.157006317524387,Tyler,Higbee,LAR,TE,30,4
TE,76.18,0.3113459999999907,1.1800000000000068,71.421,88.25099999999999,-5.105000000000004,-3.171999999999997,3.70499999999997,114,103,87,16,10,165.29,16.91,4.57,0.08,116.95666666666666,28.92340613105971,-2.9566666666666634,11.260666666666667,12.814301420244842,Dalton,Kincaid,BUF,TE,24,-3
TE,75,3.7806299999999955,1.6699999999999875,70.555,82.885,-6.285000000000011,-4.037999999999997,-1.6610000000000156,120,105,105,17,10,182.76,19.85,4.66,0.29,137.308,25.933499108296203,-17.307999999999993,3.6826666666666674,3.5423552742333593,Juwan,Johnson,NOS,TE,27,0
TE,73.33000000000001,0.47443200000001096,3.8725000000000023,72.86,73.688,-7.954999999999998,-1.733000000000004,-10.858000000000018,125,100,129,18,11,163.38,17.77,3,0.05,152.51333333333332,21.564631279533216,-27.51333333333332,3.4920000000000004,3.0361150614999213,Gerald,Everett,LAC,TE,29,3
TE,69.45750000000001,8.450820000000014,2.885000000000005,62.11,80.353,-11.8275,-12.483000000000004,-4.193000000000026,136,138,112,19,12,171.37,18.52,6.32,0.69,148.11333333333334,28.949992899634516,-12.113333333333344,2.7006666666666668,1.625152574033863,Taysom,Hill,NOS,TE,33,3
TE,66.5725,3.1134599999999915,0.5525000000000091,64.091,68.69,-14.712500000000006,-10.50200000000001,-15.856000000000023,144,132,143,20,12,207.34,22.08,6.8,0.42,131.612,31.215966043036374,12.388000000000005,6.598000000000001,6.749224745603504,Sam,LaPorta,DET,TE,22,-3
TE,66.02,NA,3.677499999999995,66.02,66.02,-15.265000000000015,-8.573000000000008,-18.526000000000025,148,122,157,21,13,212.98,22.7,4.4,0.24,159.6475,19.758883287018023,-11.647500000000008,3.392666666666667,2.8982571007800924,Irv,Smith Jr.,CIN,TE,25,1
TE,62.3425,4.28471399999998,0.08750000000000568,58.786,65.31099999999999,-18.94250000000001,-15.807000000000002,-19.235000000000028,152,151,163,22,13,249.19,27.34,3.06,0.25,167.675,7.9750000000000085,-15.675000000000011,3.704,2.704,Noah,Fant,SEA,TE,26,1
TE,62.254999999999995,4.240235999999999,0.5874999999999986,57.385999999999996,70.796,-19.030000000000015,-17.207000000000008,-13.750000000000014,154,155,136,23,13,253.24,28.28,4.33,0.32,171.43,NA,-17.430000000000007,2.3760000000000003,NA,Jelani,Woods,IND,TE,25,-2
TE,61.6675,6.078659999999991,0.13749999999999574,57.113,65.69,-19.617500000000014,-17.480000000000004,-18.856000000000023,156,157,158,24,13,280.92,32.02,4.71,0.48,173.29,37.17315429177352,-17.289999999999992,2.0593333333333335,1.462910645102959,Tyler,Conklin,NYJ,TE,28,2
TE,61.53,3.3506760000000075,0.9299999999999926,59.226,64.266,-19.75500000000001,-15.367000000000004,-20.280000000000015,157,150,168,25,14,206.84,22.4,4.83,0.28,141.09199999999998,16.850167239526137,15.908000000000015,2.734,2.3609190300954133,Dawson,Knox,BUF,TE,27,1
TE,60.60000000000001,9.117990000000008,2.2025000000000077,54.80500000000001,66.235,-20.685000000000002,-19.787999999999997,-18.31100000000002,159,161,154,26,14,224.79,23.86,4.91,0.66,173.19,16.747113184068468,-14.189999999999998,2.144,1.1440000000000003,Hunter,Henry,NEP,TE,29,4
TE,58.3975,1.497425999999997,0.4450000000000003,56.591,61.64,-22.88750000000001,-18.002000000000002,-22.90600000000002,167,159,180,27,14,287.16,32.86,3.49,0.09,171.32,NA,-4.319999999999993,1.5899999999999999,0.45000000000000007,Cade,Otton,TBB,TE,24,-2
TE,57.9525,2.016335999999999,1.6749999999999972,54.265,60.12400000000001,-23.33250000000001,-20.328000000000003,-24.42200000000001,170,163,183,28,15,237.84,25.32,4.4,0.15,166.17666666666665,28.881362310128118,3.823333333333352,3.1173333333333337,2.854108305972677,Hayden,Hurst,CAR,TE,30,2
TE,56.2775,7.902257999999997,0.9274999999999949,48.93300000000001,67.69800000000001,-25.007500000000007,-25.659999999999997,-16.848000000000013,177,179,147,29,15,205.4,22.66,4.48,0.56,156.76,17.438111136244085,20.24000000000001,2.382666666666667,1.747550921210087,Mike,Gesicki,NEP,TE,28,2
TE,55.35000000000001,12.75036,0.04250000000000398,46.660000000000004,65.56000000000002,-25.935000000000002,-27.933,-18.986000000000004,179,185,160,30,15,268.75,30.92,5.84,0.84,173.17000000000002,17.847904638920504,5.829999999999984,3.317,1.987,Zach,Ertz,ARI,TE,33,7
TE,55.307500000000005,0.3558240000000029,1.0725000000000051,52.024,63.498999999999995,-25.977500000000006,-22.569000000000003,-21.047000000000025,180,170,176,31,15,292.34,33.84,5.46,0.11,218.82,NA,-38.81999999999999,1.484,0.4840000000000001,Logan,Thomas,WAS,TE,32,6
TE,54.235,0.6819960000000013,0.03499999999999659,51.986,59.42,-27.05000000000001,-22.607000000000006,-25.12600000000002,183,172,186,32,15,232.72,25.03,3.34,0.06,173.62666666666667,28.991448547612947,9.373333333333335,1.7720000000000002,0.7720000000000002,Trey,McBride,ARI,TE,24,-2
TE,54.2,0.889560000000002,6.037500000000001,53.06,56.300000000000004,-27.085000000000008,-21.533,-28.246000000000016,184,167,196,33,16,256.62,28.33,4.49,0.1,126.21333333333334,46.239481927124665,57.78666666666666,9.721000000000002,8.351000000000003,Michael,Mayer,LVR,TE,22,-3
TE,48.1625,0.7413,2.6850000000000023,41.115,51.150000000000006,-33.12250000000001,-33.478,-33.396000000000015,199,204,208,34,17,271.81,30.77,6.56,0.2,182.495,22.825000000000003,16.504999999999995,2.5410000000000004,1.3710000000000002,Jake,Ferguson,DAL,TE,24,-2
TE,45.4775,2.802114000000001,0.20750000000000313,41.299,53.620000000000005,-35.80750000000001,-33.294000000000004,-30.926000000000016,205,203,203,35,17,315.7,37.86,4.5,0.22,NA,NA,NA,3.1440000000000006,NA,Austin,Hooper,LVR,TE,29,4
TE,45.269999999999996,4.062323999999992,3.0349999999999966,41.373999999999995,51.45400000000001,-36.015000000000015,-33.21900000000001,-33.09200000000001,206,202,207,36,18,279.95,31.22,4.77,0.34,143.675,66.595,62.32499999999999,6.509,5.299000000000001,Luke,Musgrave,GBP,TE,23,-3
TE,42.235,12.846728999999998,0.0049999999999954525,34.4365,50.0335,-39.05000000000001,-40.1565,-34.512500000000024,210,216,211,37,18,333.2,40.76,5.45,0.83,NA,NA,NA,1.4880000000000002,NA,Robert,Tonyan,CHI,TE,29,3
TE,42.230000000000004,2.209074000000003,7.3600000000000065,36.52100000000001,45.251000000000005,-39.05500000000001,-38.071999999999996,-39.295000000000016,211,212,222,38,19,271.75,30.57,3.55,0.12,197.335,18.655,13.664999999999992,2.108,0.7480000000000001,Isaiah,Likely,BAL,TE,23,-2
TE,34.87,10.215114,0.0049999999999954525,23.489000000000004,54.538999999999994,-46.41500000000001,-51.104,-30.007000000000026,225,241,201,39,19,370.75,59.67,11.33,0.88,NA,NA,NA,NA,NA,Brock,Wright,DET,TE,25,-1
TE,34.865,2.372160000000002,0.0625,29.174,37.940000000000005,-46.42000000000001,-45.419000000000004,-46.606000000000016,226,226,243,40,19,338.33,42.06,4.32,0.18,NA,NA,NA,NA,NA,Jonnu,Smith,ATL,TE,28,3
TE,34.8025,7.546434,0.5800000000000054,27.919,45.37,-46.48250000000001,-46.67400000000001,-39.17600000000002,228,231,221,41,19,337.52,42.18,4.72,0.55,NA,NA,NA,0.7200000000000001,NA,Foster,Moreau,NOS,TE,26,1
TE,34.2225,8.1543,1.1174999999999926,29.071,39.24999999999999,-47.062500000000014,-45.522000000000006,-45.29600000000003,231,227,240,42,19,354.49,45.81,4.72,0.59,NA,NA,NA,1.9680000000000002,NA,Noah,Gray,KCC,TE,24,-1
TE,33.105000000000004,1.4974260000000021,1.1475000000000009,29.601,40.761,-48.18000000000001,-44.992000000000004,-43.78500000000002,234,224,235,43,19,352.09,45,5.52,0.19,NA,NA,NA,NA,NA,Donald,Parham,LAC,TE,26,1
TE,31.957500000000003,1.186080000000001,0.9500000000000028,30.180000000000003,35.427,-49.32750000000001,-44.413,-49.11900000000002,238,222,255,44,20,334.51,40.38,4.11,0.1,70.63,NA,167.37,3.6240000000000006,NA,Luke,Schoonmaker,DAL,TE,25,-3
TE,31.0075,7.442651999999999,0.5825000000000031,24.532,40.615,-50.27750000000001,-50.06100000000001,-43.93100000000002,241,238,236,45,20,364.67,61.62,6.4,0.63,NA,NA,NA,NA,NA,Tommy,Tremble,CAR,TE,23,-1
TE,30.424999999999997,10.971240000000003,0.3199999999999932,21.639999999999997,42.61000000000001,-50.860000000000014,-52.953,-41.936000000000014,242,249,228,46,20,364.77,53,12.22,0.91,NA,NA,NA,2.1840000000000006,NA,C.J.,Uzomah,NYJ,TE,30,5
TE,30.105000000000004,7.412999999999999,0.9350000000000023,19.637999999999998,36.900000000000006,-51.18000000000001,-54.955000000000005,-47.646000000000015,244,262,249,47,20,NA,81.4,5.31,0.57,NA,NA,NA,NA,NA,Teagan,Quitoriano,HOU,TE,23,-2
TE,29.17,2.5204199999999988,0.010000000000001563,21.842000000000002,32.93,-52.11500000000001,-52.751000000000005,-51.61600000000002,247,247,265,48,20,344.5,44.22,5.35,0.26,75.77,NA,171.23000000000002,3.2400000000000007,NA,Tucker,Kraft,GBP,TE,23,-3
TE,29.16,5.441142000000002,0.6949999999999967,24.867,35.03699999999999,-52.125000000000014,-49.726,-49.50900000000003,248,236,257,49,20,353.26,47.15,6.87,0.52,NA,NA,NA,0.7200000000000001,NA,Will,Dissly,SEA,TE,27,2
TE,28.465000000000003,3.6101309999999978,0.10500000000000398,26.273500000000006,30.6565,-52.82000000000001,-48.3195,-53.88950000000002,251,232,271,50,20,376.25,55.71,4.9,0.3,NA,NA,NA,NA,NA,Kylen,Granson,IND,TE,25,-1
TE,28.36,2.6093760000000024,1.2149999999999963,21.816000000000003,42.839999999999996,-52.92500000000001,-52.777,-41.706000000000024,252,248,227,51,21,360.57,57.1,9.22,0.49,NA,NA,NA,NA,NA,Josh,Oliver,MIN,TE,26,1
TE,27.145000000000003,2.7279839999999997,0.8000000000000043,25.084000000000003,29.854,-54.14000000000001,-49.509,-54.69200000000002,253,235,275,52,21,337.21,48.81,10.89,0.57,NA,NA,NA,0.8160000000000002,NA,Durham,Smythe,MIA,TE,28,2
TE,26.345,3.558239999999998,0.259999999999998,23.782000000000004,28.659999999999997,-54.94000000000001,-50.811,-55.886000000000024,256,240,280,53,21,367.3,52.7,5.97,0.38,NA,NA,NA,NA,NA,Harrison,Bryant,CLE,TE,25,0
TE,26.085,0.12602100000000127,0.3149999999999977,26.0085,26.1615,-55.20000000000001,-48.584500000000006,-58.38450000000002,257,233,292,54,21,355,67.88,7.2,0.19,NA,NA,NA,NA,NA,Josiah,Deguara,GBP,TE,26,0
TE,25.770000000000003,8.094995999999995,0.17000000000000526,20.414,30.854,-55.51500000000001,-54.179,-53.69200000000002,259,256,269,55,21,355.33,61.5,8.71,0.75,86.58,NA,172.42000000000002,2.6400000000000006,NA,Brenton,Strange,JAC,TE,23,-3
TE,25.599999999999998,NA,0.5899999999999999,25.599999999999998,25.599999999999998,-55.68500000000002,-48.99300000000001,-58.946000000000026,260,234,295,56,21,363.67,61.5,20.27,0.98,NA,NA,NA,NA,NA,Jimmy,Graham,NOS,TE,37,10
TE,25.009999999999998,2.7428100000000017,0.47499999999999787,21.551000000000002,27.365000000000002,-56.27500000000001,-53.042,-57.18100000000002,265,250,284,57,21,362.33,51.73,5.36,0.27,NA,NA,NA,NA,NA,Mo,Alie-Cox,IND,TE,30,3
TE,24.535,6.427070999999995,0.7600000000000016,20.6335,28.4365,-56.750000000000014,-53.959500000000006,-56.109500000000025,266,254,281,58,22,352.13,53.92,6.08,0.55,NA,NA,NA,NA,NA,Jordan,Akins,CLE,TE,31,2
TE,23.775,6.7087650000000005,0.3549999999999969,19.7025,27.8475,-57.51000000000001,-54.8905,-56.698500000000024,269,261,282,59,22,NA,72.4,4.8,0.51,NA,NA,NA,NA,NA,Ian,Thomas,CAR,TE,27,2
TE,23.42,2.1942480000000004,0.18999999999999773,22.088,24.752000000000002,-57.86500000000001,-52.505,-59.79400000000002,270,245,301,60,22,372.6,57.55,8.23,0.43,NA,NA,NA,NA,NA,Colby,Parkinson,SEA,TE,24,0
TE,23.230000000000004,NA,0.8750000000000036,23.230000000000004,23.230000000000004,-58.05500000000001,-51.363,-61.31600000000002,272,242,309,61,22,361.87,51.73,9.79,0.78,NA,NA,NA,NA,NA,Brevin,Jordan,HOU,TE,23,-1
TE,22.355,4.514517000000002,0.36499999999999844,19.614499999999996,25.095500000000005,-58.93000000000001,-54.97850000000001,-59.45050000000002,276,263,298,62,22,352.62,47.28,5.98,0.46,NA,NA,NA,NA,NA,Adam,Trautman,DEN,TE,26,0
